10703|A|0|0|0|0|0|1|2016-03-03 06:00:06|2016-03-03 05:59:50|121.487962|31.178850|0.0|156.0|9|000|A|0|1|V|0|1|2|2016-03-03 06:00:16|2010-01-01|121.412520|31.135412|11.8|0.0|0|000
20649|A|0|0|0|0|0|1|2016-03-03 06:00:20|2016-03-03 06:00:04|121.413465|31.358382|40.5|69.0|7|039|A|0|1|1|0|0|2|2016-03-03 06:00:22|2016-03-03 06:00:06|121.413685|31.358453|40.9|63.0|7|041
10703|A|0|0|0|0|0|1|2016-03-03 06:00:16|2016-03-03 06:00:00|121.487962|31.178850|0.0|156.0|10|000|A|0|1|V|0|1|2|2016-03-03 06:00:26|2010-01-01|121.412520|31.135412|0.0|0.0|0|000
10703|A|0|0|0|0|0|1|2016-03-03 06:00:26|2016-03-03 06:00:10|121.487962|31.178850|0.0|156.0|9|000|A|0|1|V|0|0|2|2016-03-03 06:00:35|2010-01-01|121.412520|31.135412|0.0|0.0|0|000
10703|A|0|0|0|0|0|1|2016-03-03 06:00:36|2016-03-03 06:00:20|121.487962|31.178850|0.0|156.0|9|000|A|0|1|V|0|0|2|2016-03-03 06:00:45|2010-01-01|121.412520|31.135412|0.0|0.0|0|000
23326|A|0|0|0|0|0|1|2016-03-03 06:00:20|2016-03-03 06:00:04|121.471497|31.233210|0.0|232.0|9|000|A|0|1|1|0|0|2|2016-03-03 06:00:52|2016-03-03 06:00:06|121.471468|31.233180|0.0|226.0|9|010
10703|A|0|0|0|0|0|1|2016-03-03 06:00:46|2016-03-03 06:00:30|121.487962|31.178850|0.0|156.0|10|000|A|0|1|V|0|0|2|2016-03-03 06:00:55|2010-01-01|121.412520|31.135412|0.0|0.0|0|000
10703|A|0|0|0|0|0|1|2016-03-03 06:00:56|2016-03-03 06:00:40|121.487962|31.178850|0.0|156.0|9|000|A|0|1|V|0|0|2|2016-03-03 06:01:05|2010-01-01|121.412520|31.135412|27.6|0.0|0|000
15776|A|0|0|1|0|0|1|2016-03-03 06:01:09|2016-03-03 05:51:16|121.394873|31.332340|14.0|217.0|10|011|A|0|1|1|0|0|2|2016-03-03 06:01:09|2016-03-03 05:49:10|121.393390|31.331917|32.0|133.0|10|029
23419|A|0|0|0|0|0|1|2016-03-03 06:00:59|2016-03-03 06:00:43|121.447583|31.283792|3.1|352.0|11|003|A|0|1|0|0|0|2|2016-03-03 06:01:10|2016-03-03 06:00:53|121.447442|31.283997|14.8|319.0|8|007
10703|A|0|0|0|0|0|1|2016-03-03 06:01:06|2016-03-03 06:00:50|121.487962|31.178850|0.0|156.0|11|000|A|0|1|V|0|1|2|2016-03-03 06:01:15|2010-01-01|121.412520|31.135412|22.8|0.0|0|000
21146|A|0|0|0|0|0|1|2016-03-03 06:01:19|2016-03-03 06:00:17|121.318762|31.191825|59.0|358.0|10|061|A|0|1|1|0|0|2|2016-03-03 06:01:19|2016-03-03 06:00:50|121.317748|31.195200|34.0|268.0|10|035
20649|A|0|0|0|0|0|1|2016-03-03 06:01:22|2016-03-03 06:01:06|121.416452|31.355007|6.8|169.0|7|005|A|0|1|1|0|0|2|2016-03-03 06:01:24|2016-03-03 06:01:08|121.416457|31.354985|3.9|167.0|7|000
11318|A|0|0|2|0|0|1|2016-03-03 06:01:41|2016-03-03 06:01:09|121.356973|31.236920|18.9|182.0|7|015|A|0|1|2|0|1|2|2016-03-03 06:01:41|2016-03-03 06:00:57|121.356927|31.237035|3.5|78.0|7|000
