26249|A|0|0|0|0|0|1|2016-03-02 07:36:41|2016-03-02 07:36:25|121.451313|31.253700|14.2|298.0|4|013|A|0|1|1|0|1|2|2016-03-02 08:00:01|2016-03-02 07:59:46|121.500655|31.262492|0.0|36.0|4|000
20622|A|0|0|1|0|0|1|2016-03-02 07:52:50|2016-03-02 07:52:34|121.552588|31.205857|7.5|82.0|10|006|A|0|1|1|0|1|2|2016-03-02 08:00:10|2016-03-02 07:59:55|121.568672|31.227860|0.0|164.0|10|000
23799|A|0|0|1|0|0|1|2016-03-02 07:54:11|2016-03-02 07:53:55|121.352435|31.213458|10.7|87.0|9|012|A|0|1|1|0|0|2|2016-03-02 08:00:11|2016-03-02 07:59:56|121.355263|31.219995|6.7|98.0|11|007
27564|A|0|0|1|0|0|1|2016-03-02 06:50:05|2016-03-02 06:49:40|121.455447|31.255663|17.9|97.0|3|017|A|0|1|1|0|0|2|2016-03-02 08:00:12|2016-03-02 07:59:56|121.432108|31.195467|19.3|256.0|4|018
25730|A|0|0|0|0|0|1|2016-03-02 07:52:26|2016-03-02 07:51:40|121.392815|31.253882|23.1|183.0|11|025|A|0|1|1|0|0|2|2016-03-02 08:00:13|2016-03-02 07:59:57|121.391005|31.233733|0.0|267.0|10|000
26281|A|0|0|0|0|0|1|2016-03-02 07:45:28|2016-03-02 07:45:12|121.489378|31.271042|26.4|332.0|10|026|A|0|1|1|0|1|2|2016-03-02 08:00:16|2016-03-02 08:00:00|121.490602|31.304692|0.0|14.0|11|000
25781|A|0|0|0|0|0|1|2016-03-02 07:57:19|2016-03-02 07:57:04|121.447473|31.215660|10.8|67.0|11|011|A|0|1|1|0|1|2|2016-03-02 08:00:18|2016-03-02 08:00:03|121.449298|31.212245|0.0|196.0|11|000
26222|A|0|0|0|0|1|1|2016-03-02 07:47:25|2016-03-02 07:47:10|121.476820|31.296808|22.2|260.0|9|022|A|0|1|1|0|0|2|2016-03-02 08:00:19|2016-03-02 08:00:04|121.502653|31.302942|21.2|154.0|11|020
26000|A|0|0|0|0|0|1|2016-03-02 07:38:12|2016-03-02 07:37:56|121.475918|31.201802|16.1|329.0|7|015|A|0|1|0|0|1|2|2016-03-02 08:00:19|2016-03-02 08:00:03|121.501530|31.236847|3.9|286.0|5|002
25490|A|0|0|1|0|1|1|2016-03-02 08:00:12|2016-03-02 07:59:56|121.444375|31.281075|7.7|89.0|7|006|A|0|1|1|0|0|2|2016-03-02 08:00:22|2016-03-02 08:00:06|121.444380|31.281077|0.0|82.0|7|000
26382|A|0|0|0|0|0|1|2016-03-02 07:37:16|2016-03-02 07:36:59|121.393303|31.262315|0.0|259.0|8|000|A|0|1|1|0|0|2|2016-03-02 08:00:23|2016-03-02 08:00:07|121.316190|31.197092|0.0|98.0|10|000
25691|A|0|0|1|0|0|1|2016-03-02 07:51:34|2016-03-02 07:51:19|121.471965|31.235867|0.0|57.0|10|000|A|0|1|1|0|0|2|2016-03-02 08:00:26|2016-03-02 08:00:11|121.448482|31.229720|0.0|70.0|8|000
26171|A|0|0|0|0|0|1|2016-03-02 07:52:20|2016-03-02 07:52:05|121.346648|31.403283|20.8|236.0|6|000|A|0|1|1|0|1|2|2016-03-02 08:00:28|2016-03-02 08:00:13|121.357373|31.438038|9.4|68.0|6|024
20657|A|0|0|0|0|0|1|2016-03-02 07:40:07|2016-03-02 07:39:52|121.537105|31.269362|19.5|267.0|9|015|A|0|1|1|0|0|2|2016-03-02 08:00:29|2016-03-02 07:59:54|121.509067|31.269393|6.1|36.0|9|005
26112|A|0|0|2|0|0|1|2016-03-02 07:22:58|2016-03-02 07:22:41|121.524743|31.225548|24.7|286.0|9|022|A|0|1|1|0|1|2|2016-03-02 08:00:29|2016-03-02 08:00:14|121.322430|31.195155|0.0|329.0|10|000
20657|A|0|0|0|0|0|1|2016-03-02 08:00:29|2016-03-02 07:59:43|121.508818|31.269252|10.9|59.0|9|010|A|0|1|1|0|0|2|2016-03-02 08:00:29|2016-03-02 08:00:14|121.509290|31.269540|0.0|54.0|9|000
20523|A|0|0|0|0|0|1|2016-03-02 07:38:18|2016-03-02 07:38:03|121.444890|31.296322|10.5|159.0|9|010|A|0|1|2|0|0|2|2016-03-02 08:00:29|2016-03-02 08:00:14|121.444895|31.260937|6.7|31.0|11|004
26149|A|0|0|1|0|0|1|2016-03-02 07:54:12|2016-03-02 07:53:56|121.451013|31.326517|7.7|0.0|10|009|A|0|1|1|0|1|2|2016-03-02 08:00:31|2016-03-02 08:00:08|121.437640|31.331918|0.0|347.0|10|000
23699|A|0|0|0|0|0|1|2016-03-02 07:12:45|2016-03-02 07:12:30|121.614997|31.287245|14.4|220.0|7|014|A|0|1|5|0|0|2|2016-03-02 08:00:32|2016-03-02 08:00:17|121.515637|31.246187|0.0|116.0|8|000
20923|A|0|0|0|0|0|1|2016-03-02 07:10:01|2016-03-02 07:09:45|121.466697|31.320823|11.0|75.0|8|012|A|0|1|1|0|0|2|2016-03-02 08:00:33|2016-03-02 08:00:15|121.321938|31.197302|2.0|109.0|11|000
23304|A|0|0|0|0|1|1|2016-03-02 07:43:09|2016-03-02 07:42:54|121.397428|31.351730|6.3|66.0|8|004|A|0|1|1|0|0|2|2016-03-02 08:00:33|2016-03-02 08:00:18|121.428360|31.355810|0.0|109.0|9|000
